245$a|245$b|245$c|100$a|490$v|260$c|856$u
"A 5000-year history of Caribbean environmental change and hurricane activity reconstructed from coastal lake sediments of the West Indies"||"by Jason T. Knowles."|"Knowles, Jason T.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04022008-111035/"
"Institutional influences of state legislators' voting behavior"||"by Jessica J. Self."|"Self, Jessica J."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04092008-120514/"
"The design and fabrication of pentacene acoustic charge transfer devices"||"by Hua Shao."|"Shao, Hua."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04012008-101702/"
"The effect of an inshore artificial reef on the community structure and feeding ecology of estuarine fishes in Barataria Bay, Louisiana"||"by Kirsten A. Simonsen."|"Simonsen, Kirsten A.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04092008-131720/"
"Separate but equal?"|"the archaeology of an early twentieth-century African American school /"|"by Dena L. Struchtemeyer."|"Struchtemeyer, Dena L."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04072008-112214/"
"The influence of calf selenium status on GPx-1 and 3 activity and liver GPx-1 mRNA"||"by Genevieve Elizabeth Tanner."|"Tanner, Genevieve Elizabeth."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04042008-101908/"
"Alcohol use, negative consequences, and readiness to change in mandated and volunteer college student heavy drinkers before and after a brief alcohol intervention"||"by Meredith A. Terlecki."|"Terlecki, Meredith A."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04012008-230410/"
"Land Alive!, or metamorphosis in the sportsman's paradise"||"by Adam Tourek."|"Tourek, Adam,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-111620/"
"Wetland mitigation banks and the no-net-loss requirement"|"an evaluation of the Section 404 permit program in southeast Louisiana /"|"by Abbey Anne Tyrna."|"Tyrna, Abbey Anne."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-141642/"
"Function based interventions versus non-function based interventions within a general education setting"||"by Michael J. Vance."|"Vance, Michael J."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04112008-111948/"
"Phenotypic characterization of canine cranial cruciate ligament associated synoviocytes"||"by Sunil C. Vasanjee."|"Vasanjee, Sunil C."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-202907/"
"Predicting conduct problems in youth"|"the moderating effects of Hurricane Katrina /"|"by Julia F. Vigna."|"Vigna, Julia F.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04012008-180807/"
"Physical modeling of flow and sediment transport using distorted scale modeling"||"by Ryan Waldron."|"Waldron, Ryan,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04092008-225506/"
"Differential geometry in cartesian closed categories of smooth spaces"||"by Martin Laubinger."|"Laubinger, Martin."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-02212008-165645/"
"Listen, sing and learn"|"the effects of musical activities on phonemic awareness in the foreign language classroom /"|"by Kelli White."|"White, Kelli."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-134208/"
"Optimal robust fault detection"||"by Nike Liu."|"Liu, Nike,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04022008-155152/"
"The perils and empowerments of mountain literacies"|"reading loss and shifting identities in Appalachian memoirs and novels /"|"by Erica Abrams Locklear."|"Locklear, Erica Abrams."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03032008-085730/"
"Avian diversification in the afrotropics"||"by Ben D. Marks."|"Marks, Ben D.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04082008-110148/"
"Hatchability of post-peak egg production broiler breeder eggs as influenced by pre-incubation warming"||"by Cameron B. Wiggins, II."|"Wiggins, Cameron B.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-01222008-120610/"
"Thinking in/of/with the book"|"the role of the book as the medium for philosophy in Deleuze, Derrida, and Smith /"|"by Scott Ziegler."|"Ziegler, Scott,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04082008-152801/"
"A comparison of morphophonic faces and the picture exchange communication system on the production of verbal communication in preschoolers with autism"||"by Ashley Nicole Bourque."|"Bourque, Ashley Nicole."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-185157/"
"Replication of viruses responsible for Sweet potato virus disease in resistant and susceptible sweepotato genotypes and identification of molecular markers linked to resistance"||"by Douglas Watuku Miano."|"Miano, Douglas Watuku,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-02112008-102607/"
"Learning styles and student's perception of teachers' attitudes and its relation to truancy among African Americans students in secondary education"||"by Kenyetta Quenishia Nelson-Smith."|"Nelson-Smith, Kenyetta Quenishia."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-161802/"
"Designing surface chemistries for in situ AFM investigations of biomolecular reactions with proteins at the nanoscale"||"by Johnpeter Ngunjiri."|"Ngunjiri, Johnpeter."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04082008-110410/"
"Biotransformation of organic wood preservatives by micro-organisms"||"by Diana N. Obanda."|"Obanda, Diana N."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03272008-115742/"
"Systematically increasing contextual interference is beneficial for learning novel motor skills"||"by Jared Marak Porter."|"Porter, Jared Marak,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04042008-112837/"
"Assessment of oxygen sources and sinks in the northern Gulf of Mexico using stable oxygen isotopes"||"by Zoraida J. Quiñones-Rivera."|"Quiñones-Rivera, Zoraida J.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04022008-150837/"
"Stochastic demand forecast and inventory management of a seasonal product a supply chain system"||"by Mohammad Anwar Ashek Rahman."|"Rahman, Mohammad Anwar Ashek."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-01092008-113450/"
"Retrotransposon-mediated instability in the human genome"||"by Shurjo Kumar Sen."|"Sen, Shurjo Kumar,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03072008-191609/"
"A critical item analysis of the QABF"|"development of a short form assessment instrument /"|"by Ashvind Nand Singh."|"Singh, Ashvind Nand."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03272008-223743/"
"Multimedia mathematics intervention for math-delayed middle school students"||"by Lisa L. Stokes."|"Stokes, Lisa L."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04042008-095620/"
"This house would ethically engage"|"a critical examination of competitor and coach leadership in National Parliamentary Debate Association (NPDA) debate /"|"by Crystal-Lane Swift."|"Swift, Crystal-Lane."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03252008-165251/"
"A structural equation modeling approach to factors that contribute to the impact mymathlab has on commitment and integration of technology"||"by Mitzi (Maritza) Pamela Trahan."|"Trahan, Mitzi Pamela"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04102008-084519/"
"The reliability and validity of screening measures in reading"||"by James A. Van Hook, III."|"Van Hook, James A.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03052008-184657/"
"Comparative aspects of the control of posture and locomotion in the spider crab Libinia emarginata"||"by Andrés Gabriel Vidal Gadea."|"Vidal Gadea, Andrés Gabriel,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04082008-092615/"
"Characterization and comparison of cell frequency, growth, and multipotential differentiation of adult mesenchymal stromal cells derived from equine bone marrow and adipose tissue"||"by Martin A. Vidal."|"Vidal, Martin A.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04032008-211137/"
"Vibrations for improving multiphase contact"||"by Yogesh G. Washmare."|"Waghmare, Yogesh G.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03042008-215227/"
"Surgery description of colored knots"||"by Steven Daniel Wallace."|"Wallace, Steven Daniel,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03082008-082125/"
"Analyses of high school band students' and directors' perceptions of verbal and nonverbal teaching behaviors"||"by Jennifer A. Whitaker."|"Whitaker, Jennifer A.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-04012008-111116"
"Brachial artery flow mediated vasodilation"|"effect of chemical analytes, diet, exercise, and genetic markers /"|"by Joanie Brocato Wilson."|"Wilson, Joanie Brocato,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-03272008-152354/"
"Modeling the relationship among occupational stress, psychological/physical symptoms and injuries in the construction industry"||"by Omosefe Osarieme Abbe."|"Abbe, Omosefe Osarieme,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07102008-154311/"
"Physical layer secrecy channel coding"||"by Bandali K. Akkawi."|"Akkawi, Bandali K.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07022008-174027/"
"Creatures del Monte"||"by Alejandro Arauz."|"Arauz, Alejandro."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06052008-182416/"
"Dynamic workflow management for large scale scientific applications"||"by Emir Mahmut Bahsi."|"Bahsi, Emir Mahmut,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07092008-211059/"
"Novel devices and protocols enabling isolation and enumeration of low abundant biological cells from complex matrices"||"by André A. Adams."|"Adams, André A."|"2008])"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07112008-114743/"
"Antidumping investigation in agriculture"|"issues of trade diversion-named vs non-named countries /"|"by Nandini Bandyopadhyay."|"Bandyopadhyay, Nandini."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07102008-230306/"
"Characterizing the epidemiology of bluetongue virus serotype one in south Louisiana"||"by Michael Edward Becker."|"Becker, Michael Edward,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07092008-111442/"
"Model-driven search-based loop fusion optimization for handwritten code"||"by Pamela Bhattacharya."|"Bhattacharya, Pamela,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07072008-202058/"
"Parametric study of a pulsed vertical jet in cross-flow"||"by Guillaume F. Bidan."|"Bidan, Guillaume F.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07102008-192659/"
"An analysis of marine protected areas legislation in the Caribbean Lesser Antilles"||"by Barry James Bleichner."|"Bleichner, Barry James,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06052008-102543/"
"Deciphering controls on polyphase intraplate deformation in the Ertomiao region, Lang Shan, north-central China"||"by Michael Blevins."|"Blevins, Michael"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06272008-114733/"
"Experimental study of a foam flow in horizontal pipes"|"two flow regimes and its implications /"|"by Miodrag Bogdanovic."|"Bogdanovic, Miodrag,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06292008-165012/"
"Spatial economics of the Louisiana wetland mitigation banking industry"||"by Ryan Joseph Bourriaque."|"Bourriaque, Ryan Joseph,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07072008-133941/"
"To kill whites"|"the 1811 Louisiana slave insurrection /"|"by Nathan A. Buman."|"Buman, Nathan A.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07112008-110053/"
"Multiscale analysis of heterogeneous media for local and nonlocal continuum theories"||"by Bacim Alali."|"Alali, Bacim,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07092008-073929/"
"Data exploration by using the monotonicity property"||"by Hongyi Chen."|"Chen, Hongyi."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-05292008-103454/"
"Factors affecting young driver safety in the state of Louisiana"||"by Cherian Cherian-Korah."|"Cherian-Korah, Cherian,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07092008-205524/"
"Sound Frames"||"by Maíra Cimbleris."|"Cimbleris, Maíra."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07142008-120541/"
"Coarse woody debris characteristics of managed and unmanaged bottomland hardwood forests"||"by John Wesley Cochran."|"Cochran, John Wesley."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06122008-092433/"
"Africanisms and cultural modifications"|"a study at Southall Quarter, Williamsburg, Virginia /"|"by Jessie Chaiya Cohen."|"Cohen, Jessie Chaiya,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06272008-152925/"
"Drift"||"by Emily Jane Cook."|"Cook, Emily Jane."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06062008-162427/"
"Komatiitic flows of the pioneer ultramafic complex of the 3.3Ga Weltevreden Formation, Barberton Greenstone Belt, South Africa"|"stratigraphy, petrology, and geochemistry /"|"by Marc Romain Cooper."|"Cooper, Marc Romain,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06192008-092427/"
"How the Mustang trampled the Luftwaffe"|"the role of the P-51 in the defeat of the German air force in World War Two /"|"by Robert W. Courter."|"Courter, Robert W."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07022008-013657/"
"Development of an ultrasonic NDE&T tool for yield detection in steel structures"||"by Yilmaz Bingol."|"Bingol, Yilmaz,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07082008-125904/"
"A century of land use and water quality in watersheds of the continental U.S."||"by Whitney P. Broussard, III."|"Broussard, Whitney P.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07072008-182001/"
"Maternal corticosterone influences on fear responses in offspring of quail divergent stress response lines"||"by Kyndal A. Davis."|"Davis, Kyndal A.,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07082008-173817/"
"Reservation for Two"||"by Brian Patrick Dieterle."|"Dieterle, Brian Patrick."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06062008-093207/"
"Adsorption and photochemical transformation of polycyclic aromatic hydrocarbons on atmospheric water films"||"by Jing Chen."|"Chen, Jing,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07072008-101023/"
"Contemporary art of Iraqis and categorical assumptions of nationality"|"an analysis of the art and narratives of Hana Mal Allah, Adel Abidin and Wafaa Bilal /"|"by Amanda Duhon."|"Duhon, Amanda,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07102008-233340/"
"Transitioning to organic"|"fertility management in potato production /"|"by Lacey Theresa Dupré."|"Dupré, Lacey Theresa,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06092008-192351/"
"Distributions and associations of single nucleotide polymorphisms in the leptin gene of Bos taurus and Bos indicus cattle"||"by Douglas H. Fischer, Jr."|"Fischer, Douglas H."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-05302008-194733/"
"A comparison of feeding and mealtime problems in intellectually disabled adults with and without autism"||"by Jill C. Fodstad."|"Fodstad, Jill C."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06272008-142334/"
"Alzheimer's caregiving appraisal"||"by Andre F̓ortier."|"Fortier, André,"|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-07092008-173122/"
"Essays on models for financial volatility"||"by Mihaela Oana Craioveanu."|"Craioveanu, Mihaela Oana."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-06062008-092115/"
"When Shakespeare meets Al Gore"|"imagine interactions, communication competence, and immediacy traditional and online-based distance education /"|"by Tammy L. Croghan."|"Croghan, Tammy L."|"2008]"|"2008]"|"http://etd.lsu.edu/docs/available/etd-05042008-181650/"
